paper_id,pred_score,pred_decision,originality,importance,claims_supported,soundness,clarity,community_value,gt_avg_score,gt_decision,gt_binary,match,cost,sdk_savings,gt_score_0,gt_score_1,gt_score_2,gt_score_3,gt_score_4,gt_score_5,gt_score_6
9X2NfyZpR2,6.0,Accept,4,4,3,3,3,4,3.0,Reject,Reject,NO,0.009829,0.0,2.0,4.0,2.0,4.0,,,
1EdAn5gMVv,6.0,Accept,3,4,3,3,4,4,5.0,Reject,Reject,NO,0.009718,0.0,6.0,8.0,2.0,4.0,,,
Hf7jMztvve,3.5,Reject,3,4,2,2,3,3,4.67,Reject,Reject,YES,0.006071,0.0,2.0,6.0,6.0,,,,
4S5x8yhJ5H,5.5,Accept,3,4,3,3,4,4,0.0,Withdrawn (treated as Reject),Reject,YES,0.008263,0.0,0.0,0.0,0.0,,,,
KsWRLyIAKP,4.5,Reject,3,3,2,3,4,3,3.2,Withdrawn (treated as Reject),Reject,YES,0.00841,0.0,4.0,2.0,2.0,4.0,4.0,,
2za3iNkwXn,6.5,Accept,3,4,3,3,4,4,4.4,Accept (Poster),Accept,YES,0.008418,0.0,4.0,4.0,4.0,4.0,6.0,,
IOKftyz5iP,4.5,Reject,3,4,2,3,3,3,3.0,Withdrawn (treated as Reject),Reject,YES,0.007206,0.0,2.0,4.0,2.0,4.0,,,
H1s6SBhzlg,6.0,Accept,4,4,3,3,4,4,4.0,Reject,Reject,NO,0.007028,0.0,4.0,4.0,4.0,4.0,,,
eETr3lrOQB,6.0,Accept,3,4,3,3,4,4,4.5,Accept (Poster),Accept,NO,0.011828,0.0,4.0,8.0,2.0,4.0,,,
DZUehXNiBn,5.5,Accept,3,4,3,3,4,4,4.0,Withdrawn (treated as Reject),Reject,NO,0.009211,0.0,4.0,2.0,4.0,6.0,,,
fBc9v8CVvm,7.0,Accept,3,4,4,4,4,4,5.33,Accept (Poster),Accept,YES,0.010674,0.0,6.0,6.0,4.0,,,,
OJupg4mDjS,6.5,Accept,4,4,3,3,4,4,7.0,Accept (Oral),Accept,YES,0.00919,0.0,4.0,8.0,6.0,10.0,,,
O6n4dgTBBL,2.5,Reject,3,4,1,1,3,2,0.67,Withdrawn (treated as Reject),Reject,YES,0.031947,0.0,0.0,0.0,2.0,,,,
D5PJX02Jki,6.0,Accept,4,4,3,3,4,4,6.0,Accept (Poster),Accept,YES,0.009587,0.0,8.0,6.0,4.0,6.0,,,
BiXwSIIMIq,6.0,Accept,4,4,3,3,3,4,4.5,Accept (Poster),Accept,YES,0.010053,0.0,6.0,4.0,4.0,4.0,,,
5asbtzIVpS,5.5,Reject,4,4,2,2,4,3,5.5,Accept (Poster),Accept,YES,0.010187,0.0,4.0,6.0,4.0,8.0,,,
6Y9NP1qhoM,6.5,Accept,3,4,3,3,3,4,5.0,Accept (Poster),Accept,NO,0.023731,0.0,4.0,6.0,8.0,2.0,,,
6RQsAQEUib,5.0,Reject,3,4,3,3,3,4,4.0,Withdrawn (treated as Reject),Reject,NO,0.007361,0.0,6.0,2.0,2.0,6.0,,,
nzkObUsajY,4.5,Reject,3,3,2,3,3,3,4.0,Reject,Reject,YES,0.008765,0.0,2.0,4.0,6.0,4.0,,,
QSPKIO3XV8,5.0,Reject,3,3,2,3,4,3,3.0,Reject,Reject,YES,0.020517,0.0,0.0,4.0,4.0,4.0,,,
r5Ii1GTEWj,2.0,Reject,2,4,1,1,2,1,2.0,Reject,Reject,YES,0.00722,0.0,2.0,2.0,2.0,2.0,,,
BDNctVKwuD,7.0,Accept,4,4,3,4,3,4,1.33,Reject,Reject,NO,0.00891,0.0,2.0,2.0,0.0,,,,
txiGUfI4yF,5.0,Reject,3,3,2,3,4,3,7.33,Accept (Poster),Accept,YES,0.008487,0.0,6.0,10.0,6.0,,,,
nnwvwge40d,7.0,Accept,4,4,4,3,3,4,4.0,Accept (Poster),Accept,YES,0.009932,0.0,4.0,2.0,4.0,6.0,,,
klB3AvQZqJ,6.0,Accept,3,4,3,3,4,4,3.5,Reject,Reject,NO,0.010549,0.0,4.0,2.0,4.0,4.0,,,
yjrVOxjkDR,7.0,Accept,4,5,4,4,4,4,7.5,Accept (Poster),Accept,YES,0.008091,0.0,8.0,8.0,6.0,8.0,,,
0kHbD6ad07,7.0,Accept,4,4,3,4,3,4,5.0,Accept (Poster),Accept,YES,0.008419,0.0,4.0,4.0,6.0,6.0,,,
5H8kxW0Efk,6.5,Accept,4,4,3,3,4,4,4.0,Reject,Reject,NO,0.007164,0.0,6.0,4.0,2.0,,,,
j3htU5i01r,6.5,Accept,3,3,4,4,4,3,4.0,Reject,Reject,YES,0.007945,0.0,2.0,2.0,8.0,4.0,,,
GE0b5aQAvm,3.5,Reject,2,2,2,2,2,2,2.67,Reject,Reject,YES,0.007171,0.0,2.0,4.0,2.0,,,,
DB2KJKFX0d,5.5,Accept,4,4,3,3,3,3,3.5,Reject,Reject,YES,0.010225,0.0,6.0,4.0,2.0,2.0,,,
VbTLgEUocp,6.0,Accept,4,4,3,3,5,4,7.0,Accept (Poster),Accept,YES,0.007745,0.0,6.0,8.0,8.0,6.0,,,
ZZFNyU3ZSo,5.5,Accept,3,3,3,3,4,3,4.67,Reject,Reject,NO,0.007821,0.0,4.0,4.0,6.0,,,,
uXecy0nKiJ,6.5,Accept,4,5,3,3,4,4,4.5,Reject,Reject,NO,0.020381,0.0,4.0,2.0,6.0,6.0,,,
4VW9HVCRw0,6.5,Accept,4,4,3,3,4,4,7.0,Accept (Poster),Accept,YES,0.00827,0.0,8.0,8.0,6.0,6.0,,,
HvFpfea8XA,5.0,Reject,3,4,2,2,4,4,4.5,Reject,Reject,YES,0.009394,0.0,4.0,2.0,6.0,6.0,,,
cVX3VqO8BO,3.5,Reject,3,4,2,2,3,3,5.5,Accept (Poster),Accept,YES,0.008377,0.0,6.0,2.0,8.0,6.0,,,
HwyYpLxY0G,5.0,Reject,3,4,2,3,4,3,0.5,Reject,Reject,YES,0.008165,0.0,2.0,0.0,0.0,0.0,,,
RNe17WTR38,6.0,Accept,3,4,3,3,4,4,2.0,Reject,Reject,NO,0.011519,0.0,2.0,2.0,2.0,2.0,,,
4iu9Lj0Ist,5.5,Reject,4,4,2,3,3,4,3.5,Reject,Reject,YES,0.008889,0.0,6.0,4.0,2.0,2.0,,,
6vX0LH9Yt7,4.5,Reject,3,3,2,3,4,3,3.0,Reject,Reject,YES,0.021084,0.0,4.0,4.0,2.0,2.0,,,
c7OsKOOZo8,6.5,Accept,3,4,3,3,4,4,4.5,Withdrawn (treated as Reject),Reject,NO,0.008001,0.0,6.0,4.0,4.0,4.0,,,
zHdKaF3ZM7,4.5,Reject,4,4,2,2,3,3,7.2,Accept (Poster),Accept,YES,0.009106,0.0,8.0,8.0,6.0,6.0,8.0,,
40sQXprYlm,4.5,Reject,4,4,2,3,3,3,5.0,Reject,Reject,YES,0.007692,0.0,4.0,4.0,8.0,4.0,,,
FMjeC9Msws,7.5,Accept,3,5,4,4,4,5,7.5,Accept (Oral),Accept,YES,0.022102,0.0,8.0,6.0,8.0,8.0,,,
TBsTStMK41,5.0,Reject,3,5,3,3,3,4,4.0,Reject,Reject,NO,0.011181,0.0,4.0,4.0,2.0,4.0,6.0,,
f4B4ohWO53,4.0,Reject,3,3,2,2,3,2,3.33,Reject,Reject,YES,0.009252,0.0,2.0,4.0,4.0,,,,
FtL9eEmU6v,6.5,Accept,4,4,3,3,3,4,7.5,Accept (Oral),Accept,YES,0.006529,0.0,6.0,10.0,8.0,6.0,,,
NFB4QGGS65,7.5,Accept,4,4,4,3,4,4,6.5,Accept (Poster),Accept,YES,0.009902,0.0,8.0,8.0,4.0,6.0,,,
uP6RDWHcs7,6.0,Accept,3,4,3,3,4,3,1.33,Withdrawn (treated as Reject),Reject,NO,0.014745,0.0,2.0,0.0,2.0,,,,
qSak1Hjfdq,6.5,Accept,4,4,3,3,3,4,5.0,Accept (Poster),Accept,YES,0.010314,0.0,4.0,6.0,4.0,6.0,,,
y7VeiCT7HG,5.5,Accept,4,4,3,3,4,4,3.0,Reject,Reject,NO,0.008627,0.0,4.0,2.0,2.0,4.0,,,
RpDJz00zNh,6.0,Accept,3,4,3,3,4,4,4.5,Reject,Reject,NO,0.023132,0.0,4.0,6.0,4.0,4.0,,,
cu6xWUNOzQ,7.0,Accept,3,4,4,4,3,4,6.67,Reject,Reject,NO,0.007895,0.0,10.0,4.0,6.0,,,,
FF9QVQduAu,6.5,Accept,3,4,3,3,4,4,5.0,Accept (Poster),Accept,YES,0.008413,0.0,2.0,6.0,4.0,8.0,,,
a3sRspQ62b,6.0,Accept,3,4,3,3,3,4,2.5,Reject,Reject,NO,0.008763,0.0,2.0,2.0,4.0,2.0,,,
2EQPpEZtEK,5.5,Accept,4,4,3,3,4,4,3.33,Reject,Reject,NO,0.018917,0.0,2.0,4.0,4.0,,,,
tucuU4sQ3s,7.0,Accept,3,4,3,3,4,4,5.5,Accept (Poster),Accept,YES,0.023101,0.0,4.0,6.0,6.0,6.0,,,
YADyx3ieUX,4.5,Reject,4,3,2,2,3,3,1.0,Withdrawn (treated as Reject),Reject,YES,0.008055,0.0,0.0,2.0,0.0,2.0,,,
eu3PwSle8J,6.0,Accept,3,4,3,3,4,4,4.67,Reject,Reject,NO,0.025009,0.0,6.0,4.0,4.0,,,,
yBpzF8hp3J,6.5,Accept,4,4,3,3,4,4,6.5,Accept (Oral),Accept,YES,0.008981,0.0,6.0,6.0,6.0,8.0,,,
bxZUPQbvp0,6.0,Accept,3,4,3,3,4,4,2.0,Reject,Reject,NO,0.007284,0.0,2.0,2.0,2.0,2.0,,,
pn2H6YeOv2,7.5,Accept,4,4,3,4,4,4,5.5,Accept (Poster),Accept,YES,0.008035,0.0,6.0,4.0,6.0,6.0,,,
7gLNA6nT5d,5.0,Reject,3,4,2,2,4,3,3.2,Reject,Reject,YES,0.007759,0.0,2.0,4.0,6.0,2.0,2.0,,
4hkMvkzai5,6.0,Accept,4,4,3,3,3,4,2.8,Reject,Reject,NO,0.007954,0.0,4.0,2.0,2.0,4.0,2.0,,
RDAhLHEHDm,5.5,Accept,3,4,3,3,4,4,6.5,Accept (Poster),Accept,NO,0.006806,0.0,8.0,6.0,6.0,6.0,,,
v05SW2X3IC,5.5,Accept,4,4,3,3,4,3,5.33,Accept (Poster),Accept,,0.0,0.0,6.0,6.0,4.0,,,,
XKLPlnfZzM,6.5,Accept,4,4,3,3,3,4,3.5,Reject,Reject,NO,0.007701,0.0,6.0,4.0,2.0,2.0,,,
khBHJz2wcV,7.0,Accept,4,4,3,3,4,4,3.0,Accept (Poster),Accept,YES,0.008186,0.0,0.0,2.0,6.0,4.0,,,
lWdxX5s9T1,7.0,Accept,4,4,3,3,4,4,4.5,Accept (Poster),Accept,YES,0.023989,0.0,4.0,6.0,4.0,4.0,,,
a7Qa4CcHak,6.5,Accept,3,4,4,3,3,4,7.33,Accept (Poster),Accept,YES,0.006572,0.0,8.0,6.0,8.0,,,,
XX5EZoe4ec,4.5,Reject,3,4,2,3,3,3,2.0,Reject,Reject,YES,0.008431,0.0,2.0,2.0,2.0,2.0,,,
IFCUMN8Fp1,5.5,Accept,4,4,3,3,3,3,4.5,Reject,Reject,NO,0.008741,0.0,4.0,6.0,2.0,6.0,,,
31CznLfRIS,6.0,Accept,4,4,3,3,4,4,4.5,Accept (Poster),Accept,NO,0.007755,0.0,4.0,4.0,6.0,4.0,,,
36CzrZYEch,6.5,Accept,4,4,3,3,3,4,4.0,Reject,Reject,NO,0.00934,0.0,2.0,2.0,6.0,6.0,,,
k6nTUFoqeT,7.5,Accept,4,4,3,4,3,4,6.5,Accept (Poster),Accept,YES,0.024325,0.0,6.0,8.0,4.0,8.0,,,
qCfYOLAzti,6.5,Accept,4,4,3,3,4,4,6.0,Accept (Poster),Accept,YES,0.009441,0.0,6.0,6.0,4.0,8.0,,,
a2XmC7rHIU,8.5,Accept,4,5,5,4,4,5,6.8,Accept (Poster),Accept,YES,0.007904,0.0,6.0,6.0,8.0,8.0,6.0,,
MrJoBgN1VO,5.0,Reject,3,4,2,3,2,4,5.5,Accept (Poster),Accept,YES,0.008936,0.0,6.0,6.0,4.0,6.0,,,
OuMNJoKJBQ,5.0,Reject,3,4,2,3,3,3,4.5,Accept (Poster),Accept,NO,0.009993,0.0,4.0,4.0,6.0,4.0,,,
N7ziRPTNdT,6.5,Accept,4,4,3,4,4,4,5.5,Reject,Reject,NO,0.022796,0.0,6.0,6.0,6.0,4.0,,,
LHSea6DI8U,6.0,Accept,3,4,3,3,4,4,6.0,Accept (Poster),Accept,YES,0.010271,0.0,6.0,8.0,4.0,,,,
KAZpuq2W4Y,5.0,Reject,3,4,3,3,3,3,2.67,Reject,Reject,YES,0.008022,0.0,2.0,4.0,2.0,,,,
WgMZPsdJmC,3.0,Reject,2,2,2,2,1,2,0.5,Reject,Reject,YES,0.006741,0.0,0.0,0.0,2.0,0.0,,,
ao7VBbvWIK,2.0,Reject,2,3,1,1,3,2,1.0,Withdrawn (treated as Reject),Reject,YES,0.005907,0.0,2.0,0.0,,,,,
zwfpyw345l,1.5,Reject,2,3,1,1,1,1,0.5,Reject,Reject,YES,0.005765,0.0,0.0,0.0,2.0,0.0,,,
m18MXVdrV9,7.5,Accept,4,4,3,4,4,4,5.5,Accept (Poster),Accept,,0.0,0.0,4.0,6.0,6.0,6.0,,,
bwtiK0yjuK,6.5,Accept,4,3,3,3,4,3,5.33,Accept (Poster),Accept,YES,0.009325,0.0,4.0,6.0,6.0,,,,
GMP1S4R6Ke,4.5,Reject,3,3,2,2,2,3,5.33,Accept (Poster),Accept,NO,0.008172,0.0,4.0,6.0,6.0,,,,
sSbEEHNEsL,7.5,Accept,3,4,4,4,4,4,8.0,Accept (Poster),Accept,YES,0.008532,0.0,8.0,8.0,8.0,8.0,,,
m7gNW26Zih,3.0,Reject,1,3,2,2,3,2,0.0,Withdrawn (treated as Reject),Reject,YES,0.005239,0.0,0.0,0.0,0.0,0.0,,,
zt7IPzsXrT,7.0,Accept,3,4,3,3,3,4,5.0,Accept (Poster),Accept,YES,0.022289,0.0,6.0,6.0,4.0,4.0,,,
Vgm77U4ojX,7.5,Accept,4,5,3,3,4,5,6.0,Accept (Poster),Accept,YES,0.009583,0.0,6.0,8.0,6.0,4.0,6.0,,
ZF0xRAdsuY,6.5,Accept,4,4,3,3,4,4,7.5,Accept (Poster),Accept,YES,0.007318,0.0,10.0,8.0,6.0,6.0,,,
USyGD0eUod,6.5,Accept,3,5,4,4,3,5,6.0,Accept (Poster),Accept,YES,0.006169,0.0,6.0,8.0,4.0,,,,
Gk7gLAtVDO,7.0,Accept,4,4,3,4,4,4,7.5,Accept (Oral),Accept,YES,0.022594,0.0,8.0,8.0,8.0,6.0,,,
qkKUG56s5r,4.5,Reject,3,4,2,2,3,3,1.33,Withdrawn (treated as Reject),Reject,YES,0.009143,0.0,2.0,0.0,2.0,,,,
Mz98kwANpF,6.5,Accept,4,4,3,3,3,4,4.5,Reject,Reject,NO,0.020244,0.0,4.0,4.0,4.0,6.0,,,
opU91paIvZ,4.5,Reject,3,4,2,2,3,3,3.33,Withdrawn (treated as Reject),Reject,YES,0.0213,0.0,6.0,2.0,2.0,,,,
mGeeRFToaW,6.0,Accept,4,4,3,3,3,4,5.2,Accept (Poster),Accept,YES,0.01993,0.0,6.0,2.0,4.0,8.0,6.0,,
X2yzXtH4wp,6.5,Accept,3,4,3,3,4,4,5.33,Accept (Poster),Accept,YES,0.007057,0.0,6.0,6.0,4.0,,,,
PFhrOUJZ5o,5.5,Borderline Accept,3,4,3,3,3,4,5.0,Reject,Reject,NO,0.022148,0.0,4.0,4.0,6.0,6.0,,,
NcvmuiLuZn,5.5,Reject,3,4,3,3,3,3,2.5,Reject,Reject,YES,0.00786,0.0,4.0,2.0,2.0,2.0,,,
lJ7zecny2e,6.5,Accept,4,4,3,3,4,4,5.0,Accept (Poster),Accept,YES,0.010287,0.0,6.0,6.0,4.0,8.0,4.0,2.0,
TADsPhlp32,4.5,Reject,3,4,2,2,3,3,2.5,Withdrawn (treated as Reject),Reject,YES,0.007738,0.0,2.0,2.0,2.0,4.0,,,
NfO2Lt2WY7,5.0,Accept,3,3,3,3,4,3,2.0,Reject,Reject,YES,0.007778,0.0,6.0,0.0,0.0,2.0,,,
UESTP6dR1K,6.0,Accept,4,4,3,3,4,4,6.5,Accept (Poster),Accept,YES,0.009255,0.0,6.0,6.0,6.0,8.0,,,
lJqssVKeR7,6.5,Accept,4,4,3,3,3,4,5.6,Accept (Poster),Accept,YES,0.009445,0.0,8.0,4.0,6.0,4.0,6.0,,
MPhnlqdU9Z,5.5,Accept,4,4,3,3,4,4,4.0,Reject,Reject,NO,0.009282,0.0,4.0,2.0,6.0,,,,
2uTxLC4LmC,6.5,Accept,4,4,3,3,4,4,5.0,Accept (Poster),Accept,YES,0.009173,0.0,2.0,4.0,6.0,8.0,,,
TjF9WLcu8o,2.0,Reject,2,3,1,1,1,1,0.0,Reject,Reject,YES,0.005449,0.0,0.0,0.0,0.0,0.0,,,
oh9ChF7Pv0,5.5,Reject,4,4,3,3,4,4,4.67,Accept (Poster),Accept,YES,0.010783,0.0,6.0,6.0,2.0,,,,
abgW71sKIt,5.5,Reject,3,4,3,3,3,3,2.5,Withdrawn (treated as Reject),Reject,YES,0.008125,0.0,2.0,2.0,4.0,2.0,,,
0nvQ5kHXf4,5.5,Accept,3,4,3,3,3,4,6.0,Accept (Oral),Accept,YES,0.007907,0.0,6.0,6.0,6.0,,,,
pNpnqsn0Si,5.5,Accept,4,3,2,3,3,3,3.0,Reject,Reject,NO,0.008298,0.0,4.0,2.0,4.0,2.0,,,
W42oLSwI9p,4.5,Reject,3,3,2,3,2,3,5.0,Reject,Reject,NO,0.010832,0.0,4.0,4.0,6.0,6.0,,,
HA8vzzT6Ax,7.5,Accept,4,4,4,4,4,4,6.67,Accept (Poster),Accept,YES,0.00867,0.0,6.0,6.0,8.0,6.0,8.0,6.0,
QIIrjgUnL1,3.5,Reject,2,3,2,2,3,2,3.0,Reject,Reject,YES,0.006842,0.0,2.0,2.0,2.0,6.0,,,
jZcWBV3Pis,5.5,Accept,3,4,3,4,4,3,3.0,Reject,Reject,YES,0.007561,0.0,2.0,2.0,2.0,6.0,,,
9h2c2rMSY1,5.5,Accept,3,3,3,4,3,4,3.33,Reject,Reject,NO,0.007411,0.0,2.0,2.0,6.0,,,,
yPfBP3EFGG,4.0,Reject,3,3,2,2,3,2,3.5,Reject,Reject,YES,0.009133,0.0,4.0,4.0,2.0,4.0,,,
FDlvVdh1sB,6.5,Accept,4,4,3,4,3,4,4.0,Reject,Reject,NO,0.009675,0.0,2.0,4.0,6.0,4.0,,,
A4Us8jxVGq,7.0,Accept,4,4,3,4,4,4,7.2,Accept (Oral),Accept,YES,0.007634,0.0,8.0,6.0,6.0,8.0,8.0,,
IU4rqTlpRb,6.0,Accept,4,4,3,3,4,4,5.33,Accept (Poster),Accept,YES,0.00779,0.0,6.0,6.0,4.0,,,,
cEXEmyW77N,6.5,Accept,3,4,4,3,4,4,5.0,Accept (Poster),Accept,YES,0.006754,0.0,4.0,6.0,6.0,4.0,,,
20DsUSauCj,7.0,Accept,4,5,3,3,4,4,3.33,Reject,Reject,NO,0.007409,0.0,2.0,4.0,4.0,,,,
rRB1bYErbL,6.5,Accept,3,4,3,3,4,4,6.0,Accept (Poster),Accept,YES,0.022563,0.0,6.0,6.0,6.0,6.0,,,
QnuJR7qA3z,5.5,Accept,3,4,3,3,4,4,4.5,Reject,Reject,NO,0.00767,0.0,6.0,6.0,2.0,4.0,,,
a4S1nQay3b,6.0,Accept,4,4,3,3,3,4,7.0,Accept (Oral),Accept,YES,0.010422,0.0,8.0,6.0,6.0,8.0,,,
ZBhZT307xx,6.0,Accept,3,4,3,3,4,4,3.0,Withdrawn (treated as Reject),Reject,NO,0.007704,0.0,4.0,2.0,4.0,2.0,,,
zS1bPtMlt9,6.5,Accept,3,4,3,3,4,3,6.0,Reject,Reject,,0.0,0.0,8.0,6.0,4.0,,,,
Ry8jLSYIUG,7.0,Accept,4,4,3,4,3,4,5.33,Reject,Reject,NO,0.008641,0.0,4.0,6.0,6.0,,,,
zKQSyT7a7n,6.5,Accept,4,4,3,3,4,4,6.0,Reject,Reject,NO,0.027291,0.0,6.0,8.0,4.0,6.0,,,
cP9ciYglnI,6.0,Accept,3,3,3,3,4,3,4.0,Reject,Reject,NO,0.019177,0.0,6.0,4.0,2.0,,,,
AB3jM3iMaW,7.0,Accept,4,4,3,3,4,4,5.0,Reject,Reject,NO,0.008993,0.0,8.0,2.0,4.0,6.0,,,
wA6dvVnKe8,5.5,Accept,3,4,3,3,3,4,3.0,Reject,Reject,NO,0.007477,0.0,2.0,2.0,6.0,2.0,,,
CQ0U1wZYoy,7.0,Accept,4,4,3,3,4,4,4.0,Accept (Poster),Accept,YES,0.009117,0.0,2.0,4.0,4.0,4.0,6.0,,
xFo13SaHQm,7.0,Accept,4,4,3,3,4,4,6.5,Accept (Poster),Accept,YES,0.00859,0.0,6.0,6.0,6.0,8.0,,,
dwgtYTuSaS,5.0,Reject,3,4,3,3,3,3,3.0,Withdrawn (treated as Reject),Reject,YES,0.00801,0.0,4.0,2.0,2.0,4.0,,,
Ir0HMkRpYb,5.5,Accept,3,4,3,3,2,4,7.0,Accept (Poster),Accept,YES,0.008887,0.0,8.0,6.0,8.0,6.0,,,
173Pq3F31r,6.0,Accept,4,4,3,3,4,4,5.5,Accept (Poster),Accept,YES,0.00752,0.0,8.0,8.0,4.0,2.0,,,
QryPmx2MNh,4.5,Reject,4,3,3,2,3,3,3.5,Withdrawn (treated as Reject),Reject,NO,0.008403,0.0,4.0,4.0,2.0,4.0,,,
0lW2UBiEWN,5.0,Reject,3,4,2,3,3,4,4.5,Reject,Reject,YES,0.008247,0.0,4.0,6.0,4.0,4.0,,,
YS4N1YxXSM,7.5,Accept,4,4,4,4,3,4,6.0,Accept (Poster),Accept,YES,0.027686,0.0,6.0,4.0,6.0,8.0,,,
b6miYNcjag,6.5,Accept,4,4,3,3,4,4,4.67,Reject,Reject,NO,0.023519,0.0,6.0,2.0,6.0,,,,
6P5sAycAQr,4.0,Reject,2,3,2,2,3,2,3.0,Reject,Reject,YES,0.007642,0.0,6.0,2.0,2.0,2.0,,,
4fm4Rc5fUK,5.5,Accept,4,4,3,3,4,4,4.67,Reject,Reject,NO,0.022203,0.0,2.0,6.0,6.0,,,,
U6ROetm5nW,7.0,Accept,4,3,3,4,3,3,4.5,Withdrawn (treated as Reject),Reject,NO,0.022592,0.0,8.0,6.0,2.0,2.0,,,
s7gSTR2AqA,7.5,Accept,4,4,3,4,4,4,6.0,Accept (Poster),Accept,YES,0.006284,0.0,4.0,8.0,6.0,,,,
oiz0QHejVj,5.5,Accept,3,3,3,3,3,3,4.5,Reject,Reject,YES,0.010161,0.0,4.0,6.0,4.0,4.0,,,
cSpjHOf04S,7.0,Accept,4,4,3,3,4,4,5.0,Accept (Poster),Accept,,0.0,0.0,2.0,4.0,8.0,6.0,,,
U2SJE6W3wT,6.0,Accept,3,4,3,3,4,4,5.5,Accept (Poster),Accept,YES,0.009569,0.0,4.0,6.0,6.0,6.0,,,
ahpO7S1Ppi,6.5,Accept,4,4,3,4,4,4,3.5,Reject,Reject,NO,0.008421,0.0,2.0,4.0,4.0,4.0,,,
SA8xDYrUYB,5.0,Reject,3,3,2,3,4,3,3.5,Accept (Poster),Accept,YES,0.007553,0.0,4.0,4.0,2.0,4.0,,,
IeNXtofK6T,6.5,Accept,3,4,4,4,4,4,3.5,Reject,Reject,NO,0.008123,0.0,2.0,6.0,2.0,4.0,,,
lSM6MtjQcM,6.0,Accept,3,4,3,3,3,4,5.5,Accept (Poster),Accept,YES,0.008119,0.0,2.0,6.0,10.0,4.0,,,
bhR00j6Mku,7.5,Accept,4,5,3,4,4,5,6.67,Accept (Poster),Accept,YES,0.009495,0.0,8.0,6.0,6.0,,,,
GFWfR4G5fm,6.5,Accept,4,4,3,3,3,4,4.5,Reject,Reject,NO,0.007807,0.0,4.0,4.0,2.0,8.0,,,
3icvqeC1sA,5.0,Reject,3,4,2,3,3,3,4.5,Reject,Reject,NO,0.00801,0.0,6.0,2.0,4.0,6.0,,,
1FCZ4f8dAY,6.5,Accept,4,4,3,4,3,4,7.0,Accept (Poster),Accept,YES,0.009699,0.0,10.0,4.0,8.0,6.0,,,
1E4Bltg6Xb,4.5,Reject,3,3,2,2,3,3,4.67,Accept (Poster),Accept,NO,0.008262,0.0,6.0,6.0,2.0,,,,
IvG90aRAL0,6.0,Accept,3,3,3,3,3,3,4.0,Reject,Reject,NO,0.009387,0.0,6.0,4.0,4.0,4.0,2.0,,
oGbzk8xuVT,6.0,Accept,4,4,3,3,3,4,4.0,Reject,Reject,YES,0.007143,0.0,2.0,6.0,4.0,4.0,,,
cZ74yWoKYr,7.0,Accept,3,4,3,3,3,4,5.0,Reject,Reject,,0.0,0.0,2.0,8.0,6.0,4.0,,,
Kw2mvnzCoc,6.0,Accept,4,4,3,3,4,4,4.5,Accept (Poster),Accept,YES,0.009201,0.0,6.0,6.0,4.0,2.0,,,
qclNnbjxNJ,6.5,Accept,4,4,3,3,4,4,7.5,Accept (Poster),Accept,YES,0.00926,0.0,8.0,8.0,8.0,6.0,,,
mDuTDAK6KU,3.5,Reject,3,4,2,2,4,2,4.0,Withdrawn (treated as Reject),Reject,YES,0.028044,0.0,2.0,8.0,2.0,4.0,,,
xDO0239YOm,3.0,Reject,3,4,1,2,3,2,1.33,Reject,Reject,NO,0.007177,0.0,2.0,0.0,2.0,,,,
ppXAVexrAM,5.5,Accept,4,3,3,3,3,3,4.0,Reject,Reject,YES,0.007271,0.0,4.0,4.0,6.0,2.0,,,
Y6lVVJHiwN,5.5,Accept,4,4,3,3,3,4,4.4,Reject,Reject,YES,0.009425,0.0,6.0,4.0,2.0,4.0,6.0,,
5qd7V5TNGV,5.5,Accept,4,4,2,3,4,3,5.0,Reject,Reject,YES,0.022317,0.0,4.0,6.0,2.0,8.0,,,
GRufFX1gAy,6.0,Accept,4,4,3,3,4,4,4.5,Accept (Poster),Accept,YES,0.007767,0.0,4.0,4.0,6.0,4.0,,,
wVGfJxM2Nz,4.0,Reject,2,4,3,3,4,3,2.0,Reject,Reject,YES,0.008008,0.0,2.0,2.0,2.0,2.0,,,
bhPaXhWVKG,5.5,Accept,3,4,3,3,4,3,5.33,Reject,Reject,NO,0.008848,0.0,6.0,6.0,4.0,,,,
rajioNWfRs,6.0,Accept,3,4,3,3,4,4,6.67,Accept (Poster),Accept,NO,0.00823,0.0,6.0,8.0,6.0,,,,
iIEEgI6WsF,6.5,Accept,4,4,3,3,3,4,5.5,Accept (Poster),Accept,YES,0.008185,0.0,6.0,2.0,8.0,6.0,,,
RNsydf7HB4,4.5,Reject,3,3,2,3,3,3,2.5,Reject,Reject,YES,0.008638,0.0,2.0,2.0,2.0,4.0,,,
dIOYpj9K8P,6.5,Accept,4,5,3,3,4,5,6.67,Accept (Poster),Accept,YES,0.023029,0.0,6.0,8.0,6.0,,,,
5Y4wvlp923,2.5,Reject,3,3,1,1,2,2,0.5,Reject,Reject,YES,0.006247,0.0,0.0,2.0,0.0,0.0,,,
05hNleYOcG,6.5,Accept,3,4,3,3,4,4,2.5,Accept (Poster),Accept,NO,0.008019,0.0,2.0,4.0,2.0,2.0,,,
W4FAenIrQ2,6.5,Accept,3,4,3,3,3,4,6.67,Accept (Poster),Accept,YES,0.010235,0.0,6.0,8.0,6.0,,,,
mHRuCmc9lo,7.5,Accept,4,4,4,4,5,4,7.33,Accept (Poster),Accept,YES,0.008147,0.0,6.0,8.0,8.0,,,,
